height_cm,weight_kg,weak_foot,skill_moves,work_rate,body_type,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_balance
180,73,2,3,7,22.530864197530864,92.0,52.0,69.0,76.0,70.0,80.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
172,65,3,3,7,21.971335857220122,81.0,72.0,71.0,78.0,35.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,70,2,3,4,23.120623596247853,82.0,68.0,74.0,72.0,37.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,70,5,4,6,21.847008520333322,82.0,68.0,70.0,82.0,31.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,70,3,2,5,21.132713440405748,80.0,54.0,69.0,74.0,77.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,72,3,3,6,21.97735111870822,77.0,69.0,76.0,73.0,67.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,80,4,3,7,22.877405702193368,73.0,67.0,75.0,78.0,52.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,75,3,3,4,20.775623268698062,71.0,56.0,69.0,72.0,77.0,82.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
171,68,4,3,7,23.25501863821347,68.0,68.0,77.0,76.0,52.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,83,3,3,7,25.057360222195385,77.0,40.0,69.0,73.0,72.0,79.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,72,3,2,4,22.724403484408533,67.0,55.0,67.0,62.0,70.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,81,3,3,7,25.0,86.0,75.0,69.0,74.0,46.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,69,2,2,7,21.777553339224845,78.0,48.0,72.0,73.0,73.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,80,3,2,5,23.37472607742878,54.0,39.0,60.0,53.0,74.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,82,1,1,4,23.20054323223178,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,84,2,2,4,23.766410140334994,56.0,37.0,57.0,57.0,74.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,78,3,1,4,23.808797045267237,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,73,3,3,4,22.282592106468055,75.0,69.0,74.0,76.0,28.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,83,2,2,4,22.991689750692522,54.0,27.0,44.0,40.0,77.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,79,3,2,4,22.59143813091595,65.0,29.0,50.0,50.0,77.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,70,4,4,6,23.120623596247853,82.0,75.0,68.0,77.0,26.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,83,2,2,4,22.28247738194314,54.0,53.0,45.0,53.0,76.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,74,4,3,7,23.095409007209515,86.0,70.0,70.0,75.0,31.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,72,3,3,7,24.0569347455645,83.0,58.0,68.0,74.0,73.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,85,3,2,4,26.528510346119035,76.0,43.0,67.0,69.0,74.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,84,3,2,7,24.280263614290668,81.0,60.0,67.0,70.0,72.0,79.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,80,3,3,4,21.929223431375238,68.0,74.0,58.0,72.0,29.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,71,2,4,7,22.15910864205237,84.0,68.0,67.0,77.0,38.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,73,3,3,5,23.836734693877553,79.0,71.0,71.0,78.0,38.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,80,5,2,4,22.634676324128566,66.0,74.0,57.0,69.0,33.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
160,57,4,3,4,22.265624999999996,89.0,67.0,77.0,85.0,36.0,51.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,78,3,2,6,23.54788069073783,72.0,75.0,68.0,71.0,37.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,72,3,3,6,21.0372534696859,76.0,74.0,65.0,71.0,43.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,76,3,2,4,21.7335354170837,66.0,49.0,68.0,66.0,76.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,65,3,3,7,21.71806608974573,81.0,67.0,71.0,77.0,73.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,72,3,3,8,21.736505252988767,76.0,71.0,65.0,76.0,37.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,67,3,3,4,21.877551020408163,76.0,64.0,76.0,78.0,48.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,73,3,3,4,22.783308885490467,80.0,71.0,71.0,77.0,37.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,83,2,1,4,23.991212856977683,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,72,4,3,4,21.0372534696859,70.0,70.0,70.0,74.0,56.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,74,3,3,4,23.095409007209515,73.0,73.0,71.0,75.0,33.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,78,3,3,4,22.79035792549306,74.0,41.0,59.0,71.0,75.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,81,3,2,4,24.724520008546747,58.0,52.0,68.0,62.0,73.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,68,3,4,6,22.460034350640772,85.0,70.0,64.0,78.0,29.0,53.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,85,2,3,7,23.545706371191137,76.0,73.0,54.0,66.0,32.0,80.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,75,2,2,4,22.6421929718633,67.0,36.0,47.0,57.0,75.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,83,3,2,4,24.251278305332356,64.0,66.0,65.0,66.0,73.0,81.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,83,3,2,4,24.251278305332356,67.0,36.0,49.0,46.0,74.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
164,62,4,3,7,23.051754907792983,84.0,55.0,70.0,80.0,47.0,57.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,75,4,3,7,22.152646502835537,78.0,77.0,62.0,73.0,29.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,71,3,4,4,22.66270867247598,84.0,71.0,70.0,79.0,53.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,88,3,2,5,23.624795296518027,61.0,48.0,56.0,60.0,75.0,79.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,73,3,3,7,24.3910588392529,82.0,62.0,71.0,78.0,50.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,76,3,2,5,23.198315069747565,67.0,53.0,67.0,69.0,76.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,72,3,3,5,24.0569347455645,69.0,45.0,69.0,71.0,75.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,84,3,3,5,23.025684602944,47.0,37.0,50.0,60.0,75.0,81.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,84,3,3,3,26.511804065143288,84.0,74.0,66.0,75.0,29.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
168,64,2,4,7,22.67573696145125,85.0,67.0,73.0,81.0,41.0,53.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
171,73,3,4,7,24.96494647925858,92.0,68.0,63.0,76.0,28.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,79,4,2,3,23.08254200146092,74.0,71.0,71.0,72.0,38.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,78,4,2,4,23.808797045267237,53.0,67.0,76.0,62.0,65.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,74,3,3,4,24.163265306122447,68.0,60.0,72.0,77.0,63.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,75,4,3,3,23.671253629592222,68.0,69.0,72.0,76.0,32.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,87,3,2,2,23.84803048162057,72.0,32.0,57.0,59.0,73.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,76,3,1,4,22.205989773557338,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,76,3,1,4,24.816326530612244,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,65,4,3,4,21.224489795918366,81.0,60.0,65.0,84.0,30.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,79,3,3,4,23.334120982986768,60.0,62.0,77.0,66.0,63.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,73,4,3,8,22.530864197530864,65.0,78.0,70.0,68.0,41.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,79,4,3,4,22.835009827725745,70.0,73.0,54.0,67.0,34.0,79.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,74,5,3,7,22.096807907073963,87.0,51.0,73.0,76.0,70.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,80,2,2,2,24.151672503320853,68.0,36.0,51.0,63.0,74.0,80.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,80,3,1,4,22.634676324128566,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,70,2,3,3,22.59814049586777,81.0,70.0,71.0,79.0,31.0,54.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,91,3,3,7,26.878544423440452,86.0,73.0,73.0,74.0,40.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,75,4,3,7,21.678806798473808,67.0,67.0,79.0,75.0,57.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,69,4,4,4,22.53061224489796,91.0,70.0,65.0,79.0,41.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,80,3,2,4,23.888440980620498,77.0,41.0,67.0,68.0,74.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,77,3,3,4,21.106877552698666,72.0,44.0,62.0,62.0,75.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,82,2,3,7,25.88057063502083,84.0,65.0,68.0,72.0,71.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,71,3,2,3,20.74506939371804,73.0,75.0,48.0,68.0,40.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,74,3,3,4,22.34029706557179,75.0,73.0,63.0,77.0,32.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,68,3,2,8,21.461936624163616,77.0,51.0,74.0,70.0,72.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,71,3,2,4,20.97117202268431,58.0,32.0,60.0,51.0,79.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
168,64,3,4,7,22.67573696145125,86.0,64.0,70.0,77.0,27.0,45.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,70,2,2,7,22.34351559258195,80.0,60.0,67.0,75.0,75.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,85,2,2,7,24.56931437160365,75.0,73.0,65.0,70.0,39.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,81,4,2,7,24.187046492878256,78.0,75.0,51.0,64.0,31.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,86,3,2,4,23.573915188728378,74.0,74.0,46.0,66.0,35.0,79.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,80,4,3,4,23.629489603024574,67.0,77.0,52.0,70.0,30.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,84,3,2,7,23.766410140334994,74.0,73.0,50.0,67.0,35.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,79,3,3,8,24.933720489837143,71.0,72.0,72.0,74.0,54.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,87,3,2,4,23.35633171360305,50.0,42.0,56.0,48.0,76.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,73,3,3,7,22.783308885490467,87.0,72.0,63.0,76.0,31.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,73,3,2,5,24.3910588392529,76.0,56.0,69.0,72.0,73.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,80,3,2,7,21.929223431375238,73.0,52.0,63.0,66.0,74.0,81.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,68,3,2,5,22.20408163265306,76.0,62.0,70.0,70.0,74.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,80,4,2,8,23.37472607742878,62.0,62.0,72.0,75.0,67.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,75,3,3,4,23.148148148148145,71.0,72.0,74.0,74.0,49.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,64,3,3,4,22.145328719723185,71.0,68.0,76.0,78.0,59.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,70,3,3,5,21.604938271604937,90.0,65.0,67.0,75.0,45.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,77,4,3,7,22.25690831309978,79.0,72.0,68.0,72.0,33.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,72,2,2,5,21.736505252988767,75.0,27.0,46.0,52.0,76.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,70,4,3,4,21.132713440405748,69.0,62.0,72.0,74.0,71.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,66,3,2,7,22.837370242214536,87.0,62.0,69.0,74.0,70.0,82.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,77,3,4,3,22.498173849525198,86.0,71.0,65.0,78.0,33.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,75,3,2,8,23.671253629592222,84.0,50.0,64.0,66.0,73.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
189,80,1,1,4,22.395789591556788,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,76,3,3,7,23.456790123456788,75.0,45.0,70.0,73.0,73.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,63,5,3,3,20.808561236623067,77.0,75.0,73.0,78.0,33.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,74,1,1,4,22.839506172839506,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,71,2,2,4,22.920971074380166,77.0,74.0,64.0,72.0,29.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,78,3,2,4,24.074074074074073,81.0,61.0,69.0,74.0,69.0,79.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,75,2,2,7,22.89307408198773,77.0,59.0,60.0,63.0,75.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,88,3,3,7,26.861206922865602,70.0,75.0,62.0,73.0,31.0,79.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,67,3,2,5,21.877551020408163,64.0,59.0,74.0,71.0,74.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,85,3,2,4,23.299799895836188,67.0,31.0,48.0,49.0,76.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
168,65,3,3,5,23.030045351473927,77.0,54.0,69.0,77.0,69.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,85,3,2,4,24.56931437160365,58.0,52.0,59.0,56.0,75.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,70,4,4,7,23.38868655818771,88.0,69.0,64.0,79.0,30.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,80,3,2,8,22.1606648199446,66.0,69.0,72.0,70.0,71.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,70,4,5,6,22.093170054286073,86.0,70.0,67.0,83.0,32.0,53.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,70,4,3,6,21.36686914318855,80.0,59.0,71.0,76.0,62.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,75,4,1,4,22.395413419331717,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,72,3,3,4,23.781212841854934,67.0,62.0,76.0,70.0,65.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,70,4,4,7,22.59814049586777,91.0,67.0,68.0,77.0,34.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,70,2,2,7,22.59814049586777,77.0,51.0,71.0,76.0,72.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,76,3,3,6,23.456790123456788,82.0,71.0,54.0,71.0,35.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
168,67,3,3,7,23.738662131519277,82.0,67.0,71.0,78.0,40.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,79,3,2,4,21.883656509695292,51.0,31.0,54.0,50.0,77.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,81,3,4,6,23.66691015339664,88.0,72.0,68.0,75.0,34.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,74,3,3,7,23.620287912158062,77.0,79.0,67.0,77.0,30.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,70,2,3,7,22.34351559258195,88.0,71.0,68.0,73.0,71.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,77,3,3,8,23.24598478444632,66.0,73.0,75.0,78.0,41.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,74,3,3,4,22.34029706557179,76.0,68.0,72.0,76.0,55.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
167,62,3,4,8,22.230987127541326,91.0,73.0,66.0,80.0,37.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,84,1,1,4,23.26869806094183,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,68,4,3,8,21.952479338842977,89.0,69.0,70.0,72.0,69.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,70,3,2,4,22.093170054286073,82.0,47.0,71.0,71.0,74.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
169,67,3,3,7,23.458562375266975,91.0,70.0,66.0,77.0,33.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
203,96,2,1,4,23.295881967531372,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,81,2,2,4,23.66691015339664,59.0,29.0,62.0,59.0,74.0,82.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,65,3,3,4,22.49134948096886,75.0,68.0,74.0,73.0,68.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,78,3,4,7,24.074074074074073,78.0,72.0,76.0,75.0,29.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,89,3,2,5,23.893258879433006,39.0,37.0,45.0,46.0,76.0,84.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
164,62,3,2,5,23.051754907792983,86.0,56.0,69.0,71.0,73.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
165,66,4,3,4,24.242424242424246,83.0,67.0,70.0,81.0,38.0,47.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,72,3,2,6,23.781212841854934,85.0,71.0,65.0,76.0,48.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,73,3,2,5,22.530864197530864,68.0,68.0,74.0,70.0,70.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,78,4,3,7,24.074074074074073,71.0,72.0,63.0,73.0,35.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,83,3,2,2,24.251278305332356,43.0,48.0,54.0,52.0,76.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,84,3,1,4,24.543462381300216,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,75,4,3,4,22.395413419331717,79.0,58.0,70.0,74.0,72.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,95,2,2,2,26.87867813490267,23.0,42.0,35.0,35.0,75.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,80,3,2,2,23.37472607742878,68.0,44.0,45.0,49.0,78.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,72,3,2,1,21.49959688255845,32.0,37.0,54.0,50.0,77.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,78,3,2,1,23.291229956104985,68.0,44.0,59.0,61.0,76.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
197,88,3,2,5,22.675152670772242,49.0,38.0,54.0,45.0,79.0,81.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,89,2,2,4,24.39626106740495,50.0,39.0,40.0,34.0,75.0,81.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,78,3,1,4,22.79035792549306,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,90,2,2,2,24.161722462347985,42.0,48.0,53.0,45.0,73.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
199,86,2,1,4,21.71662331759299,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
172,75,3,3,4,25.351541373715524,53.0,49.0,77.0,70.0,68.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,70,3,3,5,22.34351559258195,56.0,62.0,67.0,67.0,73.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,82,3,2,5,24.755464315903875,61.0,55.0,70.0,62.0,74.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,78,3,2,4,23.54788069073783,51.0,61.0,76.0,70.0,69.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
189,80,4,2,1,22.395789591556788,55.0,36.0,45.0,47.0,78.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
199,92,3,2,4,23.23173657230878,33.0,41.0,50.0,44.0,75.0,80.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,72,2,1,4,21.266540642722116,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,84,3,1,4,25.082863029651524,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,82,3,1,4,23.959094229364496,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,73,3,3,0,22.530864197530864,77.0,76.0,54.0,66.0,28.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,90,4,3,4,24.930747922437675,57.0,64.0,69.0,63.0,75.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,75,3,3,5,23.93948099205209,67.0,70.0,75.0,78.0,52.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,69,3,3,4,21.777553339224845,65.0,69.0,69.0,71.0,61.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,84,3,3,4,24.543462381300216,66.0,72.0,79.0,73.0,50.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,82,3,3,6,25.592209980961893,81.0,73.0,66.0,76.0,36.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,77,3,3,4,24.577867151840145,70.0,65.0,71.0,73.0,71.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,92,2,2,4,24.69864962817794,29.0,48.0,49.0,34.0,75.0,82.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,82,4,3,4,24.48565200513601,65.0,70.0,73.0,71.0,65.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,80,3,1,4,24.41927902078691,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,71,3,2,5,22.408786769347305,54.0,65.0,78.0,70.0,67.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,79,3,2,4,24.114038033027075,55.0,51.0,52.0,52.0,77.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,82,3,3,4,24.48565200513601,66.0,76.0,77.0,74.0,69.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,75,4,3,7,21.913805697589478,68.0,74.0,68.0,74.0,32.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,75,3,3,6,23.148148148148145,74.0,67.0,72.0,78.0,44.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,85,3,1,4,24.307243558580453,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,76,3,2,4,24.258674071946118,71.0,56.0,71.0,69.0,73.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
172,65,3,3,7,21.971335857220122,68.0,69.0,75.0,76.0,35.0,55.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,78,3,3,7,22.305470559638533,71.0,74.0,57.0,67.0,31.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,78,3,2,7,22.54595907041276,80.0,53.0,66.0,68.0,73.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,81,3,1,4,23.413111342351716,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,78,3,1,4,23.03875236294896,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,80,4,2,4,23.37472607742878,63.0,41.0,65.0,57.0,75.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,76,2,2,4,22.205989773557338,66.0,73.0,59.0,70.0,30.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,76,3,2,1,21.967857555786793,54.0,36.0,47.0,46.0,77.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,81,3,4,7,24.724520008546747,72.0,73.0,73.0,73.0,43.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
